node_id,timestamp,packet_count,battery_level,error_rate,signal_strength,transmission_delay,status,anomaly_score,is_anomaly,explanation
Node_8,2026-05-21 09:21:33,43,50.43,0.073,-50.1,6.5,normal,-0.1616,False,
Node_7,2026-05-21 09:21:33,44,39.34,0.045,-54.7,6.7,normal,-0.146,False,
Node_6,2026-05-21 09:21:33,38,38.33,0.067,-64.9,22.9,normal,-0.1627,False,
Node_5,2026-05-21 09:21:33,13,14.4,0.083,-59.4,30.2,energy_drop,-0.0796,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_4,2026-05-21 09:21:33,37,58.47,0.042,-63.9,9.7,normal,-0.184,False,
Node_3,2026-05-21 09:21:33,279,55.55,0.071,-52.4,30.1,suspicious_activity,-0.0083,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 09:21:33,18,51.73,0.499,-74.1,75.8,communication_error,-0.0521,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 09:21:33,40,44.35,0.06,-45.4,9.3,normal,-0.1274,False,
Node_10,2026-05-21 09:21:53,44,63.55,0.046,-49.0,10.6,normal,-0.1803,False,
Node_9,2026-05-21 09:21:53,33,38.62,0.079,-62.7,22.5,normal,-0.1691,False,
Node_8,2026-05-21 09:21:53,38,50.37,0.066,-46.1,24.6,normal,-0.1468,False,
Node_7,2026-05-21 09:21:53,36,39.11,0.068,-61.6,15.6,normal,-0.1776,False,
Node_1,2026-05-21 09:21:53,24,44.21,0.033,-55.7,7.7,normal,-0.1794,False,
Node_5,2026-05-21 09:21:53,42,60.58,0.075,-56.9,22.2,normal,-0.1847,False,
Node_4,2026-05-21 09:21:53,18,58.29,0.05,-63.8,14.7,normal,-0.1871,False,
Node_3,2026-05-21 09:21:53,33,55.38,0.079,-55.8,17.2,normal,-0.1971,False,
Node_2,2026-05-21 09:21:53,32,51.65,0.02,-52.4,17.1,normal,-0.1834,False,
Node_6,2026-05-21 09:21:53,1,31.12,0.786,-74.6,303.9,node_failure,0.0377,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_8,2026-05-21 09:22:13,41,50.31,0.079,-50.4,11.4,normal,-0.1758,False,
Node_10,2026-05-21 09:22:13,35,63.45,0.051,-65.0,13.3,normal,-0.1872,False,
Node_9,2026-05-21 09:22:13,21,38.42,0.239,-70.3,273.5,packet_loss,0.0054,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_7,2026-05-21 09:22:13,27,38.95,0.064,-62.4,20.3,node_silence,-0.1862,True,Node_7 uzun süre veri göndermediği için sessizlik anomalisi oluştu.
Node_6,2026-05-21 09:22:13,3,10.71,0.815,-72.9,393.3,node_failure,0.073,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_5,2026-05-21 09:22:13,40,60.47,0.038,-53.9,18.3,normal,-0.1957,False,
Node_4,2026-05-21 09:22:13,23,58.23,0.075,-47.5,6.9,normal,-0.1683,False,
Node_3,2026-05-21 09:22:13,15,55.28,0.063,-53.8,9.9,normal,-0.1732,False,
Node_2,2026-05-21 09:22:13,25,51.47,0.052,-52.3,11.9,normal,-0.1985,False,
Node_1,2026-05-21 09:22:13,18,44.11,0.01,-47.9,13.3,normal,-0.1375,False,
Node_10,2026-05-21 09:22:33,20,63.21,0.025,-58.1,16.6,normal,-0.1968,False,
Node_9,2026-05-21 09:22:33,34,38.34,0.027,-46.2,22.8,normal,-0.133,False,
Node_8,2026-05-21 09:22:33,20,50.13,0.022,-49.7,18.2,normal,-0.1862,False,
Node_7,2026-05-21 09:22:33,36,38.8,0.056,-56.2,20.2,node_silence,-0.1814,True,Node_7 uzun süre veri göndermediği için sessizlik anomalisi oluştu.
Node_6,2026-05-21 09:22:33,3,18.08,0.678,-59.2,433.9,node_failure,0.0592,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_5,2026-05-21 09:22:33,16,60.25,0.031,-50.5,14.2,normal,-0.1837,False,
Node_4,2026-05-21 09:22:33,29,58.15,0.035,-48.7,20.3,normal,-0.1987,False,
Node_3,2026-05-21 09:22:33,25,55.14,0.028,-51.8,10.8,normal,-0.1981,False,
Node_2,2026-05-21 09:22:33,17,51.37,0.594,-70.1,68.9,communication_error,-0.0533,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 09:22:33,30,44.06,0.073,-61.2,23.9,normal,-0.1865,False,
Node_10,2026-05-21 09:22:53,22,63.07,0.057,-57.4,10.0,normal,-0.2008,False,
Node_9,2026-05-21 09:22:53,11,38.12,0.31,-63.8,124.5,packet_loss,-0.0416,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 09:22:53,45,50.07,0.043,-62.0,14.6,normal,-0.1716,False,
Node_7,2026-05-21 09:22:53,28,38.64,0.057,-53.9,5.3,node_silence,-0.1596,True,Node_7 uzun süre veri göndermediği için sessizlik anomalisi oluştu.
Node_1,2026-05-21 09:22:53,33,43.94,0.033,-65.0,22.1,normal,-0.1739,False,
Node_5,2026-05-21 09:22:53,30,60.2,0.051,-61.8,9.7,normal,-0.1994,False,
Node_4,2026-05-21 09:22:53,24,58.04,0.059,-55.0,21.3,normal,-0.2036,False,
Node_3,2026-05-21 09:22:53,223,54.91,0.089,-76.7,34.4,suspicious_activity,0.038,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 09:22:53,26,51.22,0.732,-54.7,38.0,communication_error,-0.0054,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_6,2026-05-21 09:22:53,20,38.0,0.057,-52.8,24.4,normal,-0.1653,False,
Node_8,2026-05-21 09:23:13,39,49.99,0.031,-58.2,18.4,normal,-0.187,False,
Node_10,2026-05-21 09:23:13,28,62.93,0.04,-51.1,21.1,normal,-0.2043,False,
Node_9,2026-05-21 09:23:13,18,37.94,0.289,-67.9,152.9,packet_loss,-0.0548,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_7,2026-05-21 09:23:13,34,38.5,0.048,-45.6,22.2,normal,-0.1316,False,
Node_6,2026-05-21 09:23:13,33,37.94,0.028,-61.7,17.1,normal,-0.1701,False,
Node_5,2026-05-21 09:23:13,24,13.34,0.081,-52.1,42.7,energy_drop,-0.0769,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_4,2026-05-21 09:23:13,34,57.85,0.07,-48.3,21.1,normal,-0.1949,False,
Node_3,2026-05-21 09:23:13,22,54.73,0.032,-46.8,8.9,normal,-0.1756,False,
Node_2,2026-05-21 09:23:13,25,50.97,0.072,-60.7,8.5,normal,-0.1889,False,
Node_1,2026-05-21 09:23:13,24,43.69,0.03,-57.0,19.6,normal,-0.188,False,
Node_10,2026-05-21 09:23:33,24,62.87,0.067,-46.5,10.1,normal,-0.175,False,
Node_9,2026-05-21 09:23:33,36,37.89,0.051,-55.9,14.3,normal,-0.1754,False,
Node_8,2026-05-21 09:23:33,18,49.79,0.07,-47.3,12.3,normal,-0.1661,False,
Node_7,2026-05-21 09:23:33,30,38.35,0.079,-67.9,18.1,node_silence,-0.1483,True,Node_7 uzun süre veri göndermediği için sessizlik anomalisi oluştu.
Node_6,2026-05-21 09:23:33,20,37.8,0.032,-45.1,18.5,normal,-0.1163,False,
Node_5,2026-05-21 09:23:33,18,59.74,0.024,-51.3,6.2,normal,-0.1668,False,
Node_4,2026-05-21 09:23:33,15,57.76,0.044,-53.3,19.2,normal,-0.1779,False,
Node_3,2026-05-21 09:23:33,29,54.5,0.074,-55.8,21.7,normal,-0.2024,False,
Node_2,2026-05-21 09:23:33,21,50.88,0.056,-51.9,21.0,normal,-0.1962,False,
Node_1,2026-05-21 09:23:33,16,43.5,0.051,-56.7,6.1,normal,-0.1553,False,
Node_10,2026-05-21 09:23:53,24,62.81,0.017,-48.9,12.5,normal,-0.1809,False,
Node_9,2026-05-21 09:23:53,25,37.77,0.304,-68.5,204.1,packet_loss,-0.0194,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 09:23:53,42,49.68,0.014,-58.4,20.1,normal,-0.1678,False,
Node_7,2026-05-21 09:23:53,35,38.27,0.019,-59.7,10.4,normal,-0.1545,False,
Node_1,2026-05-21 09:23:53,43,43.3,0.023,-60.3,15.7,normal,-0.1572,False,
Node_5,2026-05-21 09:23:53,27,59.54,0.055,-57.1,20.5,normal,-0.2051,False,
Node_4,2026-05-21 09:23:53,45,57.64,0.02,-60.5,22.4,normal,-0.1618,False,
Node_3,2026-05-21 09:23:53,282,54.27,0.058,-59.5,23.9,suspicious_activity,-0.0197,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 09:23:53,30,50.72,0.386,-57.6,54.8,communication_error,-0.0783,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_6,2026-05-21 09:23:53,3,26.85,0.745,-50.1,389.9,node_failure,0.0617,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_8,2026-05-21 09:24:13,19,49.56,0.027,-62.9,10.3,normal,-0.1773,False,
Node_10,2026-05-21 09:24:13,31,62.65,0.012,-50.5,18.0,normal,-0.1788,False,
Node_9,2026-05-21 09:24:13,10,37.55,0.251,-65.9,203.2,packet_loss,-0.0395,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_7,2026-05-21 09:24:13,32,38.17,0.06,-65.6,29.1,node_silence,-0.146,True,Node_7 uzun süre veri göndermediği için sessizlik anomalisi oluştu.
Node_6,2026-05-21 09:24:13,16,37.49,0.053,-61.3,24.3,normal,-0.1572,False,
Node_5,2026-05-21 09:24:13,23,14.86,0.09,-71.2,16.3,energy_drop,-0.0684,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_4,2026-05-21 09:24:13,45,57.41,0.062,-60.9,24.9,normal,-0.169,False,
Node_3,2026-05-21 09:24:13,19,54.02,0.03,-48.3,19.5,normal,-0.1886,False,
Node_2,2026-05-21 09:24:13,15,50.53,0.39,-71.4,73.5,communication_error,-0.0564,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 09:24:13,30,43.19,0.031,-63.2,12.0,normal,-0.1806,False,
Node_10,2026-05-21 09:24:33,43,62.44,0.023,-51.2,18.3,normal,-0.1813,False,
Node_9,2026-05-21 09:24:33,18,37.47,0.059,-48.4,23.5,normal,-0.1518,False,
Node_8,2026-05-21 09:24:33,38,49.47,0.05,-63.8,19.0,normal,-0.1829,False,
Node_7,2026-05-21 09:24:33,15,38.06,0.077,-48.7,10.7,normal,-0.1397,False,
Node_6,2026-05-21 09:24:33,3,39.71,0.854,-55.0,253.9,node_failure,0.0317,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_5,2026-05-21 09:24:33,23,13.64,0.021,-59.1,34.5,energy_drop,-0.0965,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_4,2026-05-21 09:24:33,44,57.34,0.025,-57.4,8.7,normal,-0.1722,False,
Node_3,2026-05-21 09:24:33,38,53.85,0.069,-61.8,13.2,normal,-0.1959,False,
Node_2,2026-05-21 09:24:33,17,50.44,0.73,-55.8,59.1,communication_error,-0.0109,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 09:24:33,25,43.13,0.032,-64.2,15.8,normal,-0.1748,False,
Node_10,2026-05-21 09:24:53,22,62.2,0.038,-53.9,24.2,normal,-0.2013,False,
Node_9,2026-05-21 09:24:53,29,37.27,0.032,-52.4,15.1,normal,-0.1701,False,
Node_8,2026-05-21 09:24:53,36,49.24,0.054,-60.4,14.0,normal,-0.1905,False,
Node_7,2026-05-21 09:24:53,29,37.9,0.049,-51.0,8.2,normal,-0.1652,False,
Node_1,2026-05-21 09:24:53,34,43.04,0.021,-46.8,21.0,normal,-0.1423,False,
Node_5,2026-05-21 09:24:53,20,59.01,0.027,-51.0,22.3,normal,-0.1949,False,
Node_4,2026-05-21 09:24:53,19,57.23,0.038,-59.0,18.1,normal,-0.1939,False,
Node_3,2026-05-21 09:24:53,18,53.77,0.056,-55.0,14.6,normal,-0.1924,False,
Node_2,2026-05-21 09:24:53,28,50.21,0.565,-64.8,54.3,communication_error,-0.0623,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_6,2026-05-21 09:24:53,3,33.01,0.601,-73.7,337.2,node_failure,0.0222,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_8,2026-05-21 09:25:13,37,49.16,0.04,-51.9,9.7,normal,-0.1786,False,
Node_10,2026-05-21 09:25:13,38,62.0,0.062,-47.9,6.5,normal,-0.1685,False,
Node_9,2026-05-21 09:25:13,29,37.1,0.063,-47.0,6.9,normal,-0.1416,False,
Node_7,2026-05-21 09:25:13,25,37.81,0.048,-49.6,6.3,normal,-0.1534,False,
Node_6,2026-05-21 09:25:13,23,36.92,0.045,-48.4,20.1,normal,-0.1638,False,
Node_5,2026-05-21 09:25:13,29,58.89,0.044,-50.3,12.2,normal,-0.2008,False,
Node_4,2026-05-21 09:25:13,29,57.18,0.045,-53.5,8.9,normal,-0.1968,False,
Node_3,2026-05-21 09:25:13,40,53.68,0.043,-61.9,9.6,normal,-0.1793,False,
Node_2,2026-05-21 09:25:13,18,50.13,0.388,-62.7,62.7,communication_error,-0.0939,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 09:25:13,42,42.86,0.011,-55.1,10.1,normal,-0.1384,False,
Node_10,2026-05-21 09:25:33,32,61.78,0.011,-48.3,14.5,normal,-0.1693,False,
Node_9,2026-05-21 09:25:33,28,37.01,0.074,-59.9,5.4,normal,-0.158,False,
Node_8,2026-05-21 09:25:33,36,48.98,0.022,-57.5,19.5,normal,-0.1878,False,
Node_7,2026-05-21 09:25:33,40,37.73,0.049,-47.2,23.9,normal,-0.1444,False,
Node_6,2026-05-21 09:25:33,32,36.72,0.045,-45.4,17.0,normal,-0.1262,False,
Node_5,2026-05-21 09:25:33,20,58.83,0.055,-59.6,5.2,normal,-0.1763,False,
Node_4,2026-05-21 09:25:33,42,57.06,0.034,-63.3,9.3,normal,-0.1747,False,
Node_3,2026-05-21 09:25:33,19,53.44,0.08,-61.8,14.9,normal,-0.1871,False,
Node_2,2026-05-21 09:25:33,13,49.91,0.524,-53.3,48.8,communication_error,-0.0382,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 09:25:33,39,42.63,0.07,-65.0,12.7,normal,-0.1654,False,
Node_10,2026-05-21 09:25:53,21,61.67,0.073,-55.3,7.6,normal,-0.1879,False,
Node_9,2026-05-21 09:25:53,24,36.95,0.244,-54.7,161.3,packet_loss,-0.0314,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 09:25:53,26,48.81,0.047,-50.4,16.5,normal,-0.1981,False,
Node_7,2026-05-21 09:25:53,36,37.61,0.035,-60.7,14.8,normal,-0.167,False,
Node_1,2026-05-21 09:25:53,37,42.41,0.056,-48.3,22.6,normal,-0.1649,False,
Node_5,2026-05-21 09:25:53,20,5.07,0.084,-71.0,26.3,energy_drop,-0.0606,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_4,2026-05-21 09:25:53,17,56.86,0.024,-49.6,19.0,normal,-0.1823,False,
Node_3,2026-05-21 09:25:53,41,53.27,0.06,-60.2,8.8,normal,-0.1761,False,
Node_2,2026-05-21 09:25:53,36,49.76,0.037,-54.3,14.2,normal,-0.1963,False,
Node_6,2026-05-21 09:25:53,3,26.92,0.678,-62.0,332.3,node_failure,0.0113,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_8,2026-05-21 09:26:13,33,48.63,0.052,-53.7,23.6,normal,-0.1933,False,
Node_10,2026-05-21 09:26:13,43,61.58,0.037,-58.0,23.4,normal,-0.1841,False,
Node_9,2026-05-21 09:26:13,25,36.7,0.032,-60.9,5.3,normal,-0.1511,False,
Node_7,2026-05-21 09:26:13,45,37.53,0.076,-54.2,12.3,normal,-0.1508,False,
Node_6,2026-05-21 09:26:13,4,31.23,0.683,-57.7,220.3,node_failure,0.0048,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_5,2026-05-21 09:26:13,20,14.03,0.079,-56.1,49.7,energy_drop,-0.0685,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_4,2026-05-21 09:26:13,32,56.79,0.061,-63.4,8.7,normal,-0.1908,False,
Node_3,2026-05-21 09:26:13,45,53.22,0.015,-62.2,16.1,normal,-0.1539,False,
Node_2,2026-05-21 09:26:13,30,49.57,0.019,-60.2,24.9,normal,-0.1703,False,
Node_1,2026-05-21 09:26:13,34,42.31,0.016,-50.9,23.5,normal,-0.1584,False,
Node_10,2026-05-21 09:26:33,15,61.33,0.033,-50.3,11.0,normal,-0.1787,False,
Node_9,2026-05-21 09:26:33,17,36.54,0.194,-57.9,143.4,packet_loss,-0.0549,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 09:26:33,40,48.58,0.01,-45.6,11.8,normal,-0.1132,False,
Node_7,2026-05-21 09:26:33,35,37.46,0.074,-59.1,10.6,normal,-0.1716,False,
Node_6,2026-05-21 09:26:33,32,36.43,0.063,-62.4,12.2,normal,-0.1703,False,
Node_5,2026-05-21 09:26:33,24,8.65,0.082,-65.9,41.1,energy_drop,-0.0791,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_4,2026-05-21 09:26:33,25,56.65,0.022,-47.1,24.4,normal,-0.1804,False,
Node_3,2026-05-21 09:26:33,296,53.0,0.15,-58.5,31.1,suspicious_activity,0.0159,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 09:26:33,20,49.43,0.392,-78.7,42.0,communication_error,-0.0299,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 09:26:33,31,42.09,0.065,-51.2,10.1,normal,-0.1785,False,
Node_10,2026-05-21 09:26:53,38,61.18,0.021,-64.6,7.4,normal,-0.1594,False,
Node_9,2026-05-21 09:26:53,17,36.43,0.156,-61.7,218.4,packet_loss,-0.0358,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 09:26:53,32,48.39,0.041,-58.4,9.7,normal,-0.19,False,
Node_7,2026-05-21 09:26:53,18,37.36,0.035,-58.3,13.6,normal,-0.1645,False,
Node_1,2026-05-21 09:26:53,28,41.89,0.015,-46.1,9.0,normal,-0.1229,False,
Node_5,2026-05-21 09:26:53,16,9.32,0.044,-59.8,42.4,energy_drop,-0.0772,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_4,2026-05-21 09:26:53,15,56.58,0.078,-45.7,5.9,normal,-0.1263,False,
Node_3,2026-05-21 09:26:53,27,52.95,0.073,-57.3,18.1,normal,-0.2034,False,
Node_2,2026-05-21 09:26:53,40,49.3,0.011,-63.3,17.1,normal,-0.1503,False,
Node_6,2026-05-21 09:26:53,3,34.31,0.62,-75.6,402.8,node_failure,0.0504,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_8,2026-05-21 09:27:13,24,48.17,0.019,-59.7,13.2,normal,-0.185,False,
Node_10,2026-05-21 09:27:13,34,61.06,0.039,-56.2,5.6,normal,-0.1779,False,
Node_9,2026-05-21 09:27:13,10,36.38,0.18,-65.2,167.2,packet_loss,-0.0444,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_7,2026-05-21 09:27:13,38,37.19,0.087,-68.1,12.0,node_silence,-0.1246,True,Node_7 uzun süre veri göndermediği için sessizlik anomalisi oluştu.
Node_6,2026-05-21 09:27:13,1,23.92,0.908,-68.7,358.7,node_failure,0.0605,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_5,2026-05-21 09:27:13,23,58.02,0.05,-56.1,22.4,normal,-0.2031,False,
Node_4,2026-05-21 09:27:13,21,56.45,0.067,-61.2,24.7,normal,-0.1942,False,
Node_3,2026-05-21 09:27:13,219,52.73,0.089,-55.4,13.1,suspicious_activity,-0.0374,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 09:27:13,26,49.11,0.745,-76.8,63.3,communication_error,0.013,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 09:27:13,31,41.69,0.02,-52.8,10.6,normal,-0.1632,False,
Node_10,2026-05-21 09:27:33,31,60.94,0.014,-61.1,23.0,normal,-0.1805,False,
Node_9,2026-05-21 09:27:33,31,36.2,0.076,-59.2,24.6,normal,-0.1677,False,
Node_8,2026-05-21 09:27:33,30,47.99,0.026,-55.5,12.1,normal,-0.1918,False,
Node_7,2026-05-21 09:27:33,16,36.96,0.06,-74.0,28.9,node_silence,-0.0822,True,Node_7 uzun süre veri göndermediği için sessizlik anomalisi oluştu.
Node_6,2026-05-21 09:27:33,3,31.5,0.906,-57.9,443.8,node_failure,0.0824,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_5,2026-05-21 09:27:33,24,57.81,0.051,-49.8,13.0,normal,-0.2039,False,
Node_4,2026-05-21 09:27:33,31,56.39,0.075,-53.4,20.3,normal,-0.195,False,
Node_3,2026-05-21 09:27:33,207,52.55,0.129,-61.0,19.6,suspicious_activity,-0.0169,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 09:27:33,32,49.01,0.519,-57.5,79.4,communication_error,-0.0328,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 09:27:33,33,41.56,0.013,-54.9,11.5,normal,-0.1601,False,
Node_10,2026-05-21 09:27:53,22,60.7,0.057,-61.5,17.7,normal,-0.2046,False,
Node_9,2026-05-21 09:27:53,36,36.01,0.047,-55.7,10.1,normal,-0.1568,False,
Node_8,2026-05-21 09:27:53,28,47.8,0.064,-58.7,9.6,normal,-0.1969,False,
Node_7,2026-05-21 09:27:53,29,36.76,0.071,-73.7,11.2,node_silence,-0.0992,True,Node_7 uzun süre veri göndermediği için sessizlik anomalisi oluştu.
Node_1,2026-05-21 09:27:53,41,41.41,0.07,-59.4,20.2,normal,-0.1754,False,
Node_5,2026-05-21 09:27:53,28,10.9,0.086,-69.6,40.1,energy_drop,-0.0651,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_4,2026-05-21 09:27:53,29,56.25,0.069,-52.8,6.0,normal,-0.1853,False,
Node_3,2026-05-21 09:27:53,331,52.41,0.119,-58.9,35.2,suspicious_activity,0.0461,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 09:27:53,14,48.86,0.705,-64.2,68.0,communication_error,-0.042,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_6,2026-05-21 09:27:53,28,35.77,0.063,-49.1,11.9,normal,-0.1564,False,
Node_8,2026-05-21 09:28:13,42,47.62,0.016,-57.5,19.7,normal,-0.1655,False,
Node_10,2026-05-21 09:28:13,19,60.5,0.017,-64.7,24.6,normal,-0.1655,False,
Node_9,2026-05-21 09:28:13,8,35.94,0.346,-65.3,128.0,packet_loss,-0.0269,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_7,2026-05-21 09:28:13,27,36.57,0.011,-73.7,29.6,node_silence,-0.0807,True,Node_7 uzun süre veri göndermediği için sessizlik anomalisi oluştu.
Node_6,2026-05-21 09:28:13,39,35.59,0.026,-60.2,6.1,normal,-0.1339,False,
Node_5,2026-05-21 09:28:13,28,9.49,0.096,-70.1,37.4,energy_drop,-0.0523,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_4,2026-05-21 09:28:13,37,56.17,0.044,-48.4,21.0,normal,-0.1897,False,
Node_3,2026-05-21 09:28:13,312,52.35,0.096,-69.3,21.6,suspicious_activity,0.0265,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 09:28:13,35,48.65,0.419,-64.3,45.4,communication_error,-0.0802,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 09:28:13,18,41.33,0.058,-58.6,19.5,normal,-0.1816,False,
Node_10,2026-05-21 09:28:33,31,60.33,0.035,-51.6,17.5,normal,-0.2041,False,
Node_9,2026-05-21 09:28:33,8,35.78,0.168,-67.0,249.4,packet_loss,-0.0182,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 09:28:33,28,47.44,0.074,-48.7,23.3,normal,-0.1882,False,
Node_7,2026-05-21 09:28:33,35,36.42,0.06,-57.0,17.1,normal,-0.1713,False,
Node_6,2026-05-21 09:28:33,31,35.51,0.045,-45.7,18.1,normal,-0.1214,False,
Node_5,2026-05-21 09:28:33,38,57.32,0.075,-59.8,19.0,normal,-0.1912,False,
Node_4,2026-05-21 09:28:33,45,55.94,0.02,-62.8,23.0,normal,-0.1582,False,
Node_3,2026-05-21 09:28:33,239,52.27,0.082,-68.7,30.1,suspicious_activity,0.003,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 09:28:33,26,48.51,0.522,-79.4,43.1,communication_error,-0.0017,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 09:28:33,39,41.23,0.053,-59.5,14.0,normal,-0.1761,False,
Node_10,2026-05-21 09:28:53,25,60.13,0.051,-50.8,24.2,normal,-0.2014,False,
Node_9,2026-05-21 09:28:53,12,35.6,0.16,-55.7,197.9,packet_loss,-0.028,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 09:28:53,18,47.3,0.066,-54.9,14.3,normal,-0.1845,False,
Node_7,2026-05-21 09:28:53,16,36.27,0.047,-55.7,19.7,normal,-0.1545,False,
Node_1,2026-05-21 09:28:53,24,41.15,0.015,-60.1,7.6,normal,-0.1522,False,
Node_5,2026-05-21 09:28:53,25,12.6,0.034,-50.2,44.5,energy_drop,-0.0711,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_4,2026-05-21 09:28:53,32,55.82,0.077,-48.0,15.0,normal,-0.1845,False,
Node_3,2026-05-21 09:28:53,34,52.18,0.061,-56.0,7.1,normal,-0.1849,False,
Node_2,2026-05-21 09:28:53,15,48.43,0.557,-62.8,31.8,communication_error,-0.0737,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_6,2026-05-21 09:28:53,5,16.59,0.854,-60.0,229.1,node_failure,0.0417,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_8,2026-05-21 09:29:13,25,47.14,0.04,-50.5,6.8,normal,-0.1791,False,
